TrialID,"Last Refreshed on","Public title","Scientific title",Acronym,"Primary sponsor","Date registration","Date registration3","Export date","Source Register","web address","Recruitment Status","other records","Inclusion agemin","Inclusion agemax","Inclusion gender","Date enrollement","Target size","Study type","Study design",Phase,Countries,"Contact Firstname","Contact Lastname","Contact Address","Contact Email","Contact Tel","Contact Affiliation","Inclusion Criteria","Exclusion Criteria",Condition,Intervention,"Primary outcome","Secondary outcome","results date posted","results date completed","results url link","Retrospective flag","Bridging flag truefalse","Bridged type","results yes no"
NCT05678725,"23 January 2023","Transcranial Direct/ Alternating Current Stimulation for Parkinson's Disease Treatment","Comparison of Transcranial Direct Current Stimulation and Transcranial Alternating Current Stimulation Treatments in Improving the Motor and Cognitive Performance in Parkinson's Disease",,"Anhui Medical University",14/12/2022,"  20221214","03/03/2024 20:31:17",ClinicalTrials.gov,https://clinicaltrials.gov/show/NCT05678725,"Not recruiting",No,"40 Years","80 Years",All,15/10/2022,80,Interventional,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Treatment. Masking: Triple (Participant, Investigator, Outcomes Assessor). ",N/A,China," ","Junjie Bu, Professor",,,,"Anhui Medical University","
<br>",,,,Yes,False,"          ",
NCT03221413,"10 May 2021","Transcranial Alternating Current for Oscillopathies","A Translational, Multimodal Approach to Implementing Non-invasive Paradigms for the Treatment of Oscillopathies",tACS_EEG,"University of Padova",11/02/2016,"  20160211","03/03/2024 20:31:17",ClinicalTrials.gov,https://clinicaltrials.gov/show/NCT03221413,"Not recruiting",No,"18 Years",N/A,All,01/05/2016,30,Interventional,"Allocation: Randomized. Intervention model: Crossover Assignment. Primary purpose: Treatment. Masking: Single (Participant). ",N/A,Italy," ","Alessandra Del Felice, PhD",,,,"University of Padua, Italy","
<br>        Inclusion Criteria:
<br>
<br>          -  PD: diagnosis of idiopathic PD within the last 5 years (UK Brain Bank criteria);
<br>             stable dose of antiparkinson therapy for at least 4 weeks; total off-medication motor
<br>             Hoen and Yahr 1-2.
<br>
<br>          -  NP: stable chronic pain for at least the preceding six months; score greater than or
<br>             equal to 3 (0 no pain, 10 worst pain) on the visual analog scale (VAS) for pain
<br>             perception during the last month before start of stimulation; refractoriness to drugs
<br>             for pain relief (pain resistance to at least two of these drugs supplied in adequate
<br>             dosages for 6 months).
<br>
<br>        Exclusion Criteria:
<br>
<br>          -  PD: concomitant psychiatric disorder; benzodiazepine treatment; Mini Mental State
<br>             Examination (MMSE) <26
<br>
<br>          -  NP: clinically significant or unstable medical or psychiatric disorder, history of
<br>             substance abuse
<br>      ",,"Parkinson Disease;Pain","Device: transcranial alternating current stimulation (tACS)","Proportion of people displaying fast brain oscillatory activity [measured as electroencephalographic (EEG) beta band prevalence];Proportion of people dispalying slow brain oscillatory activity [measured as electroencephalographic (EEG) theta band prevalence];Improvement = 30% of the total off-medication on a motor performance scale (Unified Parkinson's Disease Rating Scale,part III);Pain reduction, measured with a specific scale (NPQ-Neuropathic Pain Questionnaire), as a reduction of at least 4 points","Modifications of frequencies of oscillatory brain activity, measured as spectral power modifications (prevalence of electroencefalographic frequencies) between T0 and T1 and T1 and T2;Neuropsychological testing: improvement between T0 and T1 and T1 and T2.;Mean change in visual analogue scale (VAS) for pain;Mean change in Short Form (36) Health Survey for NP",,,,Yes,False,"          ",
NCT02346409,"7 September 2021","Cerebello-thalamo-cortical Coupling in Essential Tremor","Cerebello-thalamo-cortical Coupling in Essential Tremor: Effects of High Frequency tACS of the Cerebellum",CERESTIM,"Institut National de la Santé Et de la Recherche Médicale, France",05/01/2015,"  20150105","03/03/2024 20:31:17",ClinicalTrials.gov,https://clinicaltrials.gov/show/NCT02346409,"Not recruiting",No,"18 Years","75 Years",All,04/02/2015,20,Interventional,"Allocation: Non-Randomized. Intervention model: Single Group Assignment. Primary purpose: Basic Science. Masking: None (Open Label). ",N/A,France,,,,,,,"
<br>        Inclusion Criteria:
<br>
<br>          -  age below 75 years
<br>
<br>          -  diagnosis of essential tremor according to the criteria of the Tremor Investigation
<br>             Group and the Consensus statement of the Movement Disorder Society Group (ref)
<br>
<br>          -  health insurance
<br>
<br>          -  signed informed written consent
<br>
<br>        Exclusion Criteria:
<br>
<br>          -  other neurological disorders
<br>
<br>          -  medications that interact with or influence brain excitability
<br>
<br>          -  significant brain lesions detected in MRI
<br>      ",,"Essential Tremor","Device: tACS of the cerebellum","The neuronal activity in the cerebello-thalamo-cortical pathway",,,,,Yes,False,"          ",
