TrialID,"Last Refreshed on","Public title","Scientific title",Acronym,"Primary sponsor","Date registration","Date registration3","Export date","Source Register","web address","Recruitment Status","other records","Inclusion agemin","Inclusion agemax","Inclusion gender","Date enrollement","Target size","Study type","Study design",Phase,Countries,"Contact Firstname","Contact Lastname","Contact Address","Contact Email","Contact Tel","Contact Affiliation","Inclusion Criteria","Exclusion Criteria",Condition,Intervention,"Primary outcome","Secondary outcome","results date posted","results date completed","results url link","Retrospective flag","Bridging flag truefalse","Bridged type","results yes no"
NCT06232629,"12 February 2024","Towards Noninvasive DBS of the Basal Ganglia in Parkinson's Disease Using TUS","Towards Noninvasive Deep Brain Stimulation of the Basal Ganglia in Parkinson's Disease Using Low-intensity Transcranial Ultrasound Stimulation",,"University Health Network, Toronto",26/12/2023,"  20231226","03/03/2024 20:40:04",ClinicalTrials.gov,https://clinicaltrials.gov/ct2/show/NCT06232629,"Not recruiting",No,"18 Years",N/A,All,01/08/2023,10,Interventional,"Allocation: Randomized. Intervention model: Crossover Assignment. Primary purpose: Basic Science. Masking: Double (Participant, Outcomes Assessor). ",N/A,Canada," ","Robert Chen, MBBS",,,,"University Health Network, Toronto","
<br>          -  Subjects with scalp rash or open wounds on the scalp (for example from treatment of
<br>             squamous cell cancer)
<br>
<br>          -  Advanced terminal illness
<br>
<br>          -  Advanced kidney, pulmonary, cardiac or liver failure
<br>
<br>          -  Subjects who would not be able to lay down without excessive movement in a calm
<br>             environment sufficiently long enough to be able to achieve sleep
<br>
<br>          -  Subjects with major depressive disorder
<br>
<br>          -  Subjects with vascular causes of dementia
<br>      ",,"Mild Cognitive Impairment;Mild Dementia;Parkinson Disease;Alzheimer Disease","Device: Focused Transcranial Ultrasound","Quick Dementia Rating Scale","Repeatable Battery Assessment for Neuropsychological Status (RBANS);Repeatable Battery Assessment for Neuropsychological Status (RBANS);Montreal Cognitive Assessment (MoCA);Montreal Cognitive Assessment (MoCA);Quick Dementia Rating Scale (QDRS)",,,,No,False,"          ",
NCT04074031,"5 February 2024","Transcranial Ultrasound Therapy of Essential Tremor","Transcranial Ultrasound Therapy of Essential Tremor",ULTRABRAINTher,"Assistance Publique - Hôpitaux de Paris",29/07/2019,"  20190729","03/03/2024 20:40:04",ClinicalTrials.gov,https://clinicaltrials.gov/ct2/show/NCT04074031,"Not recruiting",No,"18 Years","80 Years",All,07/01/2020,15,Interventional,"Allocation: N/A. Intervention model: Single Group Assignment. Primary purpose: Treatment. Masking: None (Open Label). ",N/A,France," ","Nadya Pyatigorskaya, MD",,,,"Assistance Publique - Hôpitaux de Paris","
<br>        Inclusion Criteria:
<br>
<br>          -  Men and women, aged 18 to 80
<br>
<br>          -  Diagnosis of essential tremor according to the criteria of the Consensus Statement of
<br>             the Movement Disorders Society (MDS)
<br>
<br>          -  Patients with significant disability related to their essential Tremor, despite
<br>             well-conducted medical treatment
<br>
<br>          -  Stable essential tremor drug therapy for at least 30 days prior to inclusion
<br>
<br>          -  Contraindication or refusal or preference of deep brain stimulation
<br>
<br>          -  Patient receiving Social Security or Universal Medical Coverage or any equivalent plan
<br>
<br>          -  Person who voluntarily and knowingly agreed to participate in the study (signing of a
<br>             written consent)
<br>
<br>        Exclusion criteria :
<br>
<br>          -  Inability to stop anticoagulant or antiplatelet therapy or any other medication that
<br>             may increase the risk of bleeding during the 2 weeks prior to the procedure
<br>
<br>          -  Current state of health causing bleeding and / or abnormal coagulopathy
<br>
<br>          -  Unstable cardiac pathology or severe hypertension that cannot be controlled by
<br>             medication (diastolic blood pressure> 100 with drugs).
<br>
<br>          -  Active epilepsy in the year preceding the inclusion
<br>
<br>          -  Contraindications to magnetic resonance imaging such as non-compatible implanted metal
<br>             devices (including pacemakers), size limits, etc. including presence of implants in
<br>             the brain or skull)
<br>
<br>          -  Known hypersensitivity to local anesthetics (Xylocaine 20mg / ml)
<br>
<br>          -  Important claustrophobia that cannot be managed with mild medication
<br>
<br>          -  Inability to maintain prolonged stationary supine position necessary for treatment
<br>             (3-4 hours)
<br>
<br>          -  Woman of childbearing age without means of contraception
<br>
<br>          -  Pregnant or lactating woman
<br>
<br>          -  Major persons subject to a measure of legal protection (guardianship, curators or
<br>             under the protection of justice)
<br>
<br>          -  Subject in exclusion period of another biomedical research or participating in any
<br>             other biomedical stimulation or therapeutic trial
<br>
<br>          -  Patients under AME (state medical aid) (except if exemption from affiliation)
<br>
<br>          -  Patient cannot communicate with the doctor during the treatment procedure
<br>
<br>          -  Subjects with behavior compatible with the abuse of ethanol or psychoactive substances
<br>
<br>          -  Progressive neurological pathology other than TE, stroke or cerebral hemorrhage < 6
<br>             months, multiple stroke ATCD, brain tumor or intracranial aneurysm
<br>
<br>          -  Patients who have taken in the last 6 months drugs lowering the epileptogenic
<br>             threshold significantly (CNS stimulants, sympathomimetics, neuroleptics, imipraminic
<br>             antidepressants, amantadine, fampridine, fluoroquinolones, mefloquine)
<br>
<br>          -  Significant healing in an area on the path of the planned energy path to the treatment
<br>             area
<br>
<br>          -  Recourse to neurosurgical treatments for essential tremor (deep brain stimulation or
<br>             gamma knife
<br>      ",,"Essential Tremor","Device: Transcranial Ultrasound Therapy (Exablate® 4000 Type 1.1)","The main objective is to evaluate the efficacy of Vim lesion produced by transcranial focused ultrasound on contralateral upper limb tremor at the 3-month procedure.","Interest of neuromodulation effect for the prediction of the final clinical effect;Adverse events",,,,Yes,False,"          ",
NCT03981055,"8 January 2024","Parkinson's Disease: Enhancing Physical Therapy With Brain Stimulation for Treating Postural Instability.","Parkinson's Disease: Enhancing Physical Therapy With Brain Stimulation for Treating Postural Instability.",,"Spaulding Rehabilitation Hospital",28/01/2019,"  20190128","03/03/2024 20:40:04",ClinicalTrials.gov,https://clinicaltrials.gov/ct2/show/NCT03981055,Recruiting,No,"40 Years","90 Years",All,23/01/2020,40,Interventional,"Allocation: Randomized. Intervention model: Parallel Assignment. Primary purpose: Other. Masking: Triple (Participant, Investigator, Outcomes Assessor). ",N/A,"United States"," ; ; ","Felipe Fregni, MD, PhD;Felipe Fregni, MD, PhD;Felipe Fregni, MD PhD MPH",,;Fregni.Felipe@mgh.harvard.edu;ffregni@partners.org,;6179526158;617-952-6156,"Spaulding Rehabilitation Hospital;","
<br>        Inclusion Criteria:
<br>
<br>          1. Diagnosis of ""probable"" or ""possible"" PD, as defined by the current clinical criteria
<br>             (Gelb D, Oliver E, Gilman S. Diagnostic Criteria for Parkinson's Disease. Arch
<br>             Neurol.1999;56:33-39) as confirmed by co-investigator neurologist, or confirmation via
<br>             medical records or a letter from patient physician;
<br>
<br>          2. Complaints about balance impairment or postural instability due to PD (self-report);
<br>
<br>          3. Age from 40 to 90 years old;
<br>
<br>          4. Taking stable medications for PD for at least 30 days.
<br>
<br>        Exclusion Criteria:
<br>
<br>          1. Features suggestive of other causes of parkinsonism/Parkinson's-plus syndromes;
<br>
<br>          2. History of deep brain stimulation or brain ablation surgeries, malignant mass brain
<br>             lesions;
<br>
<br>          3. History of schizophrenia, bipolar illness; history of alcohol/drug abuse within the
<br>             past 6 months;
<br>
<br>          4. Need for rapid clinical response due to conditions such as initiation, psychosis, or
<br>             suicidality;
<br>
<br>          5. Contraindications to transcranial brain stimulation or TUS, i.e. metal in the head,
<br>             implanted brain medical devices, etc.;
<br>
<br>          6. Unstable medical conditions (e.g., uncontrolled diabetes, uncompensated cardiac
<br>             issues, heart failure, uncompensated pulmonary disease, or chronic obstructive
<br>             pulmonary disease);
<br>
<br>          7. Pregnancy.
<br>
<br>          8. Epilepsy or disorders that significantly increase likelihood of seizures including:
<br>             severe traumatic brain injury, congenital birth defects leading to seizures, brain
<br>             tumor, metabolic disorders associated with seizures, intracranial or subarachnoid
<br>             hemorrhage, and nonlacunar strokes.
<br>
<br>          9. Recent (<= 2 months) or planned enrollment in an additional physician prescribed
<br>             physical therapy program during their time in the trial.
<br>
<br>         10. Presence of another disorder that might have a significant impact on balance (as
<br>             assessed by a co-investigator neurologist).
<br>
<br>         11. Bed or wheelchair-bound
<br>      ",,"Parkinson Disease","Device: Active Comparator: Active tDCS and Active TUS;Device: Sham Comparator: Sham TDCS and Sham TUS;Other: Physical Therapy","Change in postural sway","Unified Parkinson's Disease Rating Scale (UPDRS);Leg Agility;Arising from a chair;Balance;Gait;Toe tapping",,,,Yes,False,"          ",
JPRN-jRCTs032180081,"17 October 2023",PD001J,"A Feasibility Study to Evaluate Safety and Initial Effectiveness of ExAblate Transcranial MR Guided Focused Ultrasound for Unilateral Thalamotomy in the Treatment of Medication-Refractory Tremor Dominant Idiopathic Parkinson's Disease. - PD001J                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ",,"KAMEI TETSUMASA",15/01/2019,"  20190115","03/03/2024 20:40:04",JPRN,https://jrct.niph.go.jp/latest-detail/jRCTs032180081,"Not Recruiting",No,">= 20age old","Not applicable",Both,25/04/2017,10,Interventional,"single arm study, open(masking not used), uncontrolled control, single assignment, treatment purpose",3,,ETSUKO,SHIMIZU,"1-5-1 Kandai Tsujido Fujisawa Kanagawa Japan",etsuko.shimizu@tokushukai.jp,+81-466-35-1177,"Medical Corporation Tokushukai Shonanfujisawa Tokushukai Hospital","Inclusion criteria: 01 Men and women, age 20 years and older. 02 Subjects who are able and willing to give informed consent and able to attend all study visits. 03 Subjects with a diagnosis of idiopathic PD as confirmed from clinical history and examination by a movement disorder neurologist at the site. 04 All subjects included in this study will have a TD/PIGD ratio > 1.15 in the medicated [ON] state as calculated from the UPDRS formula as described by S, et. al., [74]. 05 Subject demonstrates a resting tremor severity score of greater than or equal to 3 in the hand/arm as measured by the medicated (ON) MDS-UPDRS question 3.17 or a postural/action tremor greater than or equal to a 2 for question 3.15 or 3.16. 06 Significant disability due to PD tremor despite medical treatment (CRST score of 2 or above in any one of the items 16-23 from the Disability subsection of the CRST: [speaking, feeding other than liquids, bringing liquids to mouth, hygiene, dressing, writing, working, and social activities.]) 07 Tremor remains disabling when medical therapy is optimal or not tolerated for the treatment of other cardinal signs of PD (bradykinesia, rigidity, etc), as determined by a movement disorders neurologist at the site. 08 Subjects should be on a stable dose of all PD medications for 30 days prior to study entry. 09 The thalamus must be apparent on MRI such that targeting of the Vim nucleus can be performed indirectly by measurement from a line connecting the anterior and posterior commissures of the brain. 10 Subject is able to communicate sensations during the ExAblate Transcranial procedure.","Exclusion criteria: 01 Subjects with unstable cardiac status including: a)Unstable angina pectoris on medication. b)Subjects with documented myocardial infarction within six months of protocol entry c)Significant congestive heart failure defined with ejection fraction < 40. d)Subjects with unstable ventricular arrhythmias. e)Subjects with atrial arrhythmias that are not rate-controlled. 02 Subjects exhibiting any behavior(s) consistent with ethanol or substance abuse as defined by the criteria outlinnyuued in the DSM-IV as manifested by one (or more) of the following occurring within the preceding 12 month period: a)Recurrent substance use resulting in a failure to fulfill major role obligations at work, school, or home (such as repeated absences or poor work performance related to substance use; substance-related absences, suspensions, or expulsions from school; or neglect of children or household). b)Recurrent substance use in situations in which it is physically hazardous.(such as driving an automobile or operating a machine when impaired by substance use) c)Recurrent substance-related legal problems.(such as arrests for substance related disorderly conduct) d)Continued substance use despite having persistent or recurrent social or interpersonal problems caused or exacerbated by the effects of the substance (for example, arguments with spouse about consequences of intoxication and physical fights). 03 Severe hypertension (diastolic BP > 100 on medication.) 04 Subjects with standard contraindications for MR imaging such as non-MRI compatible implanted metallic devices including cardiac pacemakers, size limitations, etc. 05 Significant claustrophobia that cannot be managed with mild medication. 06 Current medical condition resulting in abnormal bleeding and/or coagulopathy. 07 Patient with severely impaired renal function with estimated glomerular filtration rate <30mL/min/1.73m2 (or per local standards should that be more restrictive) and/or who is on dialysis; 08 Receiving anticoagulant (e.g. warfarin) or antiplatelet (e.g. aspirin) therapy within one week of focused ultrasound procedure or drugs known to increase risk or hemorrhage (e.g. Avastin) within one month of focused ultrasound procedure. 09 Subjects with risk factors for intraoperative or postoperative bleeding as indicated by: platelet count less than 100,000 per cubic millimeter, a documented clinical coagulopathy, or INR coagulation studies exceeding the institutions laboratory standard. 10 History of intracranial hemorrhage. 11 History of multiple strokes, or a stroke within past 6 months. 12 Subject who weigh more than the upper weight limit of the table or subjects who will not fit into the MR scanner. 13 Subjects who are not able or willing to tolerate the required prolonged stationary supine position during treatment. 14 Are participating or have participated in another clinical trial in the last 30 days. 15 Subjects unable to communicate with the investigator and staff. 16 Presence of central neurodegenerative disease, including but not limited to Parkinson-plus syndromes, suspected on neurological examination. These include: multisystem atrophy, progressive supranuclear palsy, corticobasal syndrome, dementia with Lewy bodies, and Alzheimers disease. 17 Any suspicion that Parkinsonian symptoms are a side effect from neuroleptic medications. 18 Presence of significant cognitive impairment as determined with a score < 24 on the MMSE(Mini-Mental State Examination ). 19 Unstable psychiatri","Medication-Refractory Tremor Dominant Idiopathic Parkinsons Disease","ExAblate Transcranial MRgFUS Thalamotomy Treatment","The primary endpoint measured will be safety of unilateral, 3Tesla, ExAblate Transcranial thalamotomy for TDPD as determined from adverse events recorded during the one year study period.","Secondary efficacy endpoints will include comparison of Baseline to Month 3 and Month 12 assessments for: 1)On-medication, tremor score from items 20 and 21 of the UPDRS. 2)On-medication, motor score from UPDRS, part III. 3)On-medication, total tremor (CRST) score. 4)Level of disability measured from Part C subsection of CRST. 5)Quality of life assessment with PDQ-39 and Quality of Life in Essential Tremor Questionnaire (QUEST) in this study.",06/09/2023,31/12/2020,,No,False,"          ",Yes
NCT04002596,"12 December 2020","Safety and Initial Effectiveness of Transcranial MR Guided Focused Ultrasound for the Treatment of Parkinson's Disease","A Feasibility Study to Evaluate Safety and Initial Effectiveness of ExAblate Transcranial MR Guided Focused Ultrasound for Unilateral Thalamotomy in the Treatment of Medication-Refractory Tremor Dominant Idiopathic Parkinson's Disease",TDPD,InSightec,07/01/2019,"  20190107","03/03/2024 20:40:04",ClinicalTrials.gov,https://clinicaltrials.gov/show/NCT04002596,Recruiting,No,"30 Years",N/A,All,06/02/2017,50,Interventional,"Allocation: N/A. Intervention model: Single Group Assignment. Primary purpose: Treatment. Masking: None (Open Label). ",N/A,China;Japan;China;Japan," ; ","Martin Bernstein;Maritn Bernstein",,;martinb@insightec.com,;+97248131268,InSightec;,"
<br>        Inclusion Criteria:
<br>
<br>          1. Men and women, age 30 years and older
<br>
<br>          2. Subjects who are able and willing to give informed consent and able to attend all
<br>             study visits through 3 Months
<br>
<br>          3. Subjects with a diagnosis of idiopathic PD as confirmed from clinical history and
<br>             examination by a movement disorder neurologist at the site
<br>
<br>          4. All subjects included in this study will have a TD/PIGD ratio > 1.15 in the medicated
<br>             [ON] state as calculated from the UPDRS formula as described by S, et. al., [74].
<br>
<br>             Note: Ratios for TD/PIGD that are greater than or equal to 1.15 are defined as TDPD.
<br>             PIGD includes those with a ratio of less than or equal to 0.9. Scores of greater than
<br>             0.9 and less than 1.15 are considered a mixed subtype.
<br>
<br>          5. Subject demonstrates a resting tremor severity score of greater than or equal to 3 in
<br>             the hand/arm as measured by the medicated (ON) MDS-UPDRS question 3.17 or a
<br>             postural/action tremor greater than or equal to a 2 for question 3.15 or 3.16.
<br>
<br>          6. Significant disability due to PD tremor despite medical treatment (CRST score of 2 or
<br>             above in any one of the items 16-23 from the Disability subsection of the CRST:
<br>             [speaking, feeding other than liquids, bringing liquids to mouth, hygiene, dressing,
<br>             writing, working, and social activities])
<br>
<br>          7. Tremor remains disabling when medical therapy is optimal or not tolerated for the
<br>             treatment of other cardinal signs of PD (bradykinesia, rigidity, etc), as determined
<br>             by a movement disorders neurologist at the site
<br>
<br>          8. Subjects should be on a stable dose of all PD medications for 30 days prior to study
<br>             entry.
<br>
<br>          9. The thalamus must be apparent on MRI such that targeting of the Vim nucleus can be
<br>             performed indirectly by measurement from a line connecting the anterior and posterior
<br>             commissures of the brain.
<br>
<br>         10. Subject is able to communicate sensations during the ExAblate Transcranial procedure.
<br>
<br>        Exclusion Criteria:
<br>
<br>          1. Subjects with unstable cardiac status including:
<br>
<br>               1. Unstable angina pectoris on medication
<br>
<br>               2. Subjects with documented myocardial infarction within six months of protocol
<br>                  entry
<br>
<br>               3. Significant congestive heart failure defined with ejection fraction < 40
<br>
<br>               4. Subjects with unstable ventricular arrhythmias
<br>
<br>               5. Subjects with atrial arrhythmias that are not rate-controlled
<br>
<br>          2. Subjects exhibiting any behavior(s) consistent with ethanol or substance abuse as
<br>             defined by the criteria outlined in the DSM-IV as manifested by one (or more) of the
<br>             following occurring within the preceding 12 month period:
<br>
<br>               1. Recurrent substance use resulting in a failure to fulfill major role obligations
<br>                  at work, school, or home (such as repeated absences or poor work performance
<br>                  related to substance use; substance-related absences, suspensions, or expulsions
<br>                  from school; or neglect of children or household).
<br>
<br>               2. Recurrent substance use in situations in which it is physically hazardous (such
<br>                  as driving an automobile or operating a machine when impaired by substance use)
<br>
<br>               3. Recurrent substance-related legal problems (such as arrests for substance related
<br>                  disorderly conduct)
<br>
<br>               4. Continued substance use despite having persistent or recurrent social or
<br>                  interpersonal problems caused or exacerbated by the effects of the substance (for
<br>                  example, arguments with spouse about consequences of intoxication and physical
<br>                  fights).
<br>
<br>          3. Severe hypertension (diastolic BP > 100 on medication)
<br>
<br>          4. Subjects with standard contraindications for MR imaging such as non-MRI compatible
<br>             implanted metallic devices including cardiac pacemakers, size limitations, etc.
<br>
<br>          5. Significant claustrophobia that cannot be managed with mild medication.
<br>
<br>          6. Current medical condition resulting in abnormal bleeding and/or coagulopathy
<br>
<br>          7. Patient with severely impaired renal function with estimated glomerular filtration
<br>             rate <30 mL/min/1.73m2 (or per local standards should that be more restrictive) and/or
<br>             who is on dialysis;
<br>
<br>          8. Receiving anticoagulant (e.g. warfarin) or antiplatelet (e.g. aspirin) therapy within
<br>             one week of focused ultrasound procedure or drugs known to increase risk or hemorrhage
<br>             (e.g. Avastin) within one month of focused ultrasound procedure
<br>
<br>          9. Subjects with risk factors for intraoperative or postoperative bleeding as indicated
<br>             by: platelet count less than 100,000 per cubic millimeter, a documented clinical
<br>             coagulopathy, or INR coagulation studies exceeding the institution's laboratory
<br>             standard
<br>
<br>         10. History of intracranial hemorrhage
<br>
<br>         11. History of multiple strokes, or a stroke within past 6 months
<br>
<br>         12. Subject who weigh more than the upper weight limit of the table or subjects who will
<br>             not fit into the MR scanner
<br>
<br>         13. Subjects who are not able or willing to tolerate the required prolonged stationary
<br>             supine position during treatment.
<br>
<br>         14. Are participating or have participated in another clinical trial in the last 30 days
<br>
<br>         15. Subjects unable to communicate with the investigator and staff.
<br>
<br>         16. Presence of central neurodegenerative disease, including but not limited to
<br>             Parkinson-plus syndromes, suspected on neurological examination. These include:
<br>             multisystem atrophy, progressive supranuclear palsy, corticobasal syndrome, dementia
<br>             with Lewy bodies, and Alzheimer's disease.
<br>
<br>         17. Any suspicion that Parkinsonian symptoms are a side effect from neuroleptic
<br>             medications.
<br>
<br>         18. Presence of significant cognitive impairment as determined with a score = 24 on the
<br>             Mini Mental Status Examination (MMSE)
<br>
<br>         19. Unstable psychiatric disease, defined as active uncontrolled depressive symptoms,
<br>             psychosis, delusions, hallucinations, or suicidal ideation. Subjects with stable,
<br>             chronic anxiety or depressive disorders may be included provided their medications
<br>             have been stable for at least 60 days prior to study entry and if deemed appropriately
<br>             managed by the site neuropsychologist
<br>
<br>         20. Subjects with significant depression as determined following a comprehensive
<br>             assessment by a neuropsychologist. Significant depression is being defined
<br>             quantitatively as a score of greater than 14 on the Beck Depression Inventory.
<br>
<br>         21. Legal incapacity or limited legal capacity as determined by the neuropsychologist
<br>
<br>         22. Subjects with a history of seizures within the past year
<br>
<br>         23. Subjects with brain tumors
<br>
<br>         24. Subjects with intracranial aneurysms requiring treatment or arterial venous
<br>             malformatio",,"Parkinson Disease","Device: ExAblate Neuro Thalamotomy Treatment","Clinical Rating Scale for Tremor;Severity of Device and Procedure related complications","Clinical Rating Scale for Tremor, Total Score;Clinical Rating Scale for Tremor, Part C;Parkinson's Disease Questionnaire - 39",,,,No,False,"          ",
JPRN-UMIN000033940,"17 October 2023","A Feasibility Study to Evaluate Safety and Initial Effectiveness of ExAblate Transcranial MR Guided Focused Ultrasound for Unilateral Thalamotomy in the Treatment of Medication-Refractory Tremor Dominant Idiopathic Parkinson&#39;s Disease.","A Feasibility Study to Evaluate Safety and Initial Effectiveness of ExAblate Transcranial MR Guided Focused Ultrasound for Unilateral Thalamotomy in the Treatment of Medication-Refractory Tremor Dominant Idiopathic Parkinson&#39;s Disease. - PD001J                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ",,"Medical Corporation Tokushukai Shonanfujisawa  Tokushukai hospital",01/09/2018,"  20180901","03/03/2024 20:40:04",JPRN,https://center6.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=R000038695,"Not Recruiting",No,20years-old,"Not applicable","Male and Female",19/01/2017,10,Interventional,"Single arm Non-randomized","Phase III",Japan,,"Etsuko Shimizu","1-5-1,Kandai,Tsujido,Fujisawa,Kanagawa",shimizu@mirai-iryo.com,0466-35-1177,"Medical Corporation Tokushukai Shonanfujisawa  Tokushukai hospital Clinical Research Center","Inclusion criteria: ","Exclusion criteria: 1.Subjects with unstable cardiac status including:  2.Subjects exhibiting any behavior   3.Severe hypertension.  4.Subjects with standard contraindications for MR imaging   5.Significant claustrophobia that cannot be managed with mild medication.  6.	Current medical condition resulting in abnormal bleeding and/or coagulopathy  7.	Patient with severely impaired renal function with estimated glomerular filtration   8.	Receiving anticoagulant (e.g. warfarin) or antiplatelet (e.g. aspirin) therapy within one week of focused ultrasound   9.	Subjects with risk factors for intraoperative or postoperative bleeding   10 Subjects who have an Overall Skull Density Ratio of 0.30 or less as calculated from the screening CT.","Medication-Refractory Tremor Dominant Idiopathic Parkinsons Disease","The proposed study will evaluate the safety and initial effectiveness of the ExAblate Transcranial thalamotomy of subjects with medication-refractory, idiopathic, tremor-dominant Parkinsons disease (TDPD)","The primary endpoint measured will be safety of unilateral, 3Tesla, ExAblate Transcranial thalamotomy for TDPD as determined from adverse events recorded during the one year study period.",,,31/12/2020,,No,False,"          ",
NCT03100474,"1 May 2023","Global Registry: ExAblate Neuro MR Guided Focused Ultrasound (MRgFUS) of Neurological Disorders:","Global Registry: ExAblate 4000 Transcranial MR Guided Focused Ultrasound (TcMRgFUS) of Neurological Disorders:",,InSightec,29/03/2017,"  20170329","03/03/2024 20:40:04",ClinicalTrials.gov,https://clinicaltrials.gov/show/NCT03100474,"Not recruiting",No,N/A,N/A,All,01/12/2016,500,"Observational [Patient Registry]",,,"United States;Canada;Israel;Taiwan;Canada;Israel;Taiwan;United States"," ","Howard Eisenberg, MD",,,,"University of Maryland","
<br>        Inclusion Criteria:
<br>
<br>          -  Meets labeling indication for use per information for prescribers
<br>
<br>          -  Target is accessible by Focused Ultrasound per treatment planning parameters
<br>
<br>        Exclusion Criteria:
<br>
<br>          -  Do not agree to participate or who are unlikely to participate over an extended period
<br>             of time
